,Unnamed: 0,X,address,city_or_county,date,incident_url,latitude,longitude,n_injured,n_killed
4412,4413,489,2300 5th Avenue East,Tuscaloosa,2016-04-04,http://www.gunviolencearchive.org/incident/535397,,,1,0
4413,4414,565,5900 Messer Airport Hwy.,Birmingham,2016-04-04,http://www.gunviolencearchive.org/incident/615706,,,0,0
4414,4415,654,,Montgomery,2016-04-05,http://www.gunviolencearchive.org/incident/539659,,,1,0
4415,4416,723,7300 block of Queenstown Avenue,Birmingham,2016-04-06,http://www.gunviolencearchive.org/incident/536451,,,1,0
4416,4417,779,500 block of Huron Street,Birmingham,2016-04-06,http://www.gunviolencearchive.org/incident/536449,,,0,1
4417,4418,809,Clairmont Road,Semmes,2016-04-06,http://www.gunviolencearchive.org/incident/536439,,,1,0
4418,4419,877,Skyland Boulevard,Tuscaloosa,2016-04-06,http://www.gunviolencearchive.org/incident/536447,,,1,0
4419,4420,904,6300 block of Yellowhammer Drive,Pinson,2016-04-07,http://www.gunviolencearchive.org/incident/536444,,,0,1
4420,4421,937,8400 Airport Blvd.,Mobile,2016-04-07,http://www.gunviolencearchive.org/incident/617196,,,0,0
4421,4422,974,Elizabeth Street,Huntsville,2016-04-07,http://www.gunviolencearchive.org/incident/536436,,,1,0
4422,4423,975,38th Avenue North,Birmingham,2016-04-07,http://www.gunviolencearchive.org/incident/536442,,,1,0
4423,4424,1016,900 block of Milstead Road,Fairfield,2016-04-08,http://www.gunviolencearchive.org/incident/537888,,,0,1
4424,4425,1026,200 block of Southlawn Drive,Montgomery,2016-04-08,http://www.gunviolencearchive.org/incident/537881,,,0,1
4425,4426,1100,Martin Ave.,Gadsden,2016-04-08,http://www.gunviolencearchive.org/incident/539684,,,0,0
4426,4427,1169,West 15th Street and Crawford Avenue,Anniston,2016-04-09,http://www.gunviolencearchive.org/incident/539705,,,4,0
4427,4428,1195,Cimarron Circle,Pinson,2016-04-09,http://www.gunviolencearchive.org/incident/537568,,,1,0
4428,4429,1202,5900 Messer Airport Hwy.,Birmingham,2016-04-09,http://www.gunviolencearchive.org/incident/617907,,,0,0
4429,4430,1260,1200 block of Lynwood Drive,Montgomery,2016-04-09,http://www.gunviolencearchive.org/incident/537885,,,0,1
4430,4431,1269,100 River Oaks Dr.,Wetumpka,2016-04-09,http://www.gunviolencearchive.org/incident/537883,,,1,0
4431,4432,1293,Knight Drive,Bessemer,2016-04-10,http://www.gunviolencearchive.org/incident/539338,,,0,0
4432,4433,1321,,Livingston (Coatopa),2016-04-10,http://www.gunviolencearchive.org/incident/538518,,,0,1
4433,4434,1368,Spann Street,Huntsville,2016-04-10,http://www.gunviolencearchive.org/incident/537879,,,1,0
4434,4435,1372,,Guntersville,2016-04-10,http://www.gunviolencearchive.org/incident/544044,,,1,0
4435,4436,1399,9000 block of Knight Drive,Jefferson (county),2016-04-10,http://www.gunviolencearchive.org/incident/539671,,,0,0
4436,4437,1448,,Northport,2016-04-10,http://www.gunviolencearchive.org/incident/539695,,,0,0
4437,4438,1546,Claybank Street,Ariton,2016-04-11,http://www.gunviolencearchive.org/incident/540079,,,0,0
4438,4439,1605,4100 block of McClain Lane,Huntsville,2016-04-11,http://www.gunviolencearchive.org/incident/539658,,,0,0
4439,4440,1607,Rucker Blvd.,Enterprise,2016-04-11,http://www.gunviolencearchive.org/incident/539662,,,0,1
4440,4441,1608,Crescent Road,Montgomery,2016-04-11,http://www.gunviolencearchive.org/incident/539674,,,1,0
4441,4442,1623,200 block of 21st Street Southwest,Birmingham,2016-04-11,http://www.gunviolencearchive.org/incident/539688,,,0,1
4442,4443,1629,,Northport,2016-04-11,http://www.gunviolencearchive.org/incident/539698,,,0,0
4443,4444,1668,2201 48th St E.,Tuscaloosa,2016-04-12,http://www.gunviolencearchive.org/incident/539678,,,1,0
4444,4445,1669,Locust Street,Decatur,2016-04-12,http://www.gunviolencearchive.org/incident/539686,,,0,0
4445,4446,1812,4700 Calhoun Road,Mobile,2016-04-13,http://www.gunviolencearchive.org/incident/539664,,,0,1
4446,4447,1815,Harden Avenue and Indiana Street,Huntsville,2016-04-13,http://www.gunviolencearchive.org/incident/541034,,,0,0
4447,4448,1816,2600 block of Vaughn Lakes Boulevard,Montgomery,2016-04-13,http://www.gunviolencearchive.org/incident/541038,,,0,1
4448,4449,1817,Highway 102,Fayette (county),2016-04-13,http://www.gunviolencearchive.org/incident/541050,,,1,0
4449,4450,2035,100 block of Haversham Drive,Jefferson (county),2016-04-14,http://www.gunviolencearchive.org/incident/541043,,,1,0
4450,4451,2056,Pleasant Circle,Opelika,2016-04-14,http://www.gunviolencearchive.org/incident/544051,,,0,0
4451,4452,2066,Hopper Street,Boaz,2016-04-15,http://www.gunviolencearchive.org/incident/542387,,,1,0
4452,4453,2132,1300 block of Woodpecker Road,Silverhill,2016-04-15,http://www.gunviolencearchive.org/incident/542389,,,0,1
4453,4454,2155,600 block of Canterbury Avenue,Decatur,2016-04-15,http://www.gunviolencearchive.org/incident/546356,,,0,0
4454,4455,2239,,Tuskegee,2016-04-16,http://www.gunviolencearchive.org/incident/542376,,,2,0
4455,4456,2240,6th Ave. and 6th Street North,Birmingham,2016-04-16,http://www.gunviolencearchive.org/incident/542382,,,0,1
4456,4457,2241,2900 block of 33rd Way North,Birmingham,2016-04-16,http://www.gunviolencearchive.org/incident/542384,,,1,0
4457,4458,2242,800 block of Oakbrook Drive,Montgomery,2016-04-16,http://www.gunviolencearchive.org/incident/542391,,,2,0
4458,4459,2261,Highway 80 and Highway 41,Selma,2016-04-16,http://www.gunviolencearchive.org/incident/544054,,,2,0
4459,4460,2381,Baxter Street,Enterprise,2016-04-16,http://www.gunviolencearchive.org/incident/542362,,,4,0
4460,4461,2386,Wilson Drive,Sumter (county),2016-04-16,http://www.gunviolencearchive.org/incident/543315,,,0,1
4461,4462,2397,1100 block of West Meighan Boulevard,Gadsden,2016-04-17,http://www.gunviolencearchive.org/incident/546276,,,2,0
4462,4463,2473,Cox Creek Parkway and Cloverdale Road,Florence,2016-04-17,http://www.gunviolencearchive.org/incident/542180,,,1,1
4463,4464,2483,2100 block of Brookside Dr.,Huntsville,2016-04-17,http://www.gunviolencearchive.org/incident/542397,,,0,1
4464,4465,2637,Highway 84,Enterprise,2016-04-18,http://www.gunviolencearchive.org/incident/544059,,,0,0
4465,4466,2766,5900 Messer Airport Hwy.,Birmingham,2016-04-19,http://www.gunviolencearchive.org/incident/626972,,,0,0
4466,4467,2771,5900 Messer Airport Hwy.,Birmingham,2016-04-19,http://www.gunviolencearchive.org/incident/626102,,,0,0
4467,4468,2772,Front Street,Flomaton,2016-04-19,http://www.gunviolencearchive.org/incident/544848,,,0,1
4468,4469,2871,Indiana Street,Huntsville,2016-04-19,http://www.gunviolencearchive.org/incident/544047,,,1,0
4469,4470,2872,4000 block of 13th Avenue North,Kinston,2016-04-19,http://www.gunviolencearchive.org/incident/544049,,,1,0
4470,4471,2887,81551 Us Highway 278,Blountsville,2016-04-19,http://www.gunviolencearchive.org/incident/543441,,,4,1
4471,4472,3043,,Dothan,2016-04-20,http://www.gunviolencearchive.org/incident/544843,,,0,0
4472,4473,3051,2300 block of Forest Lake Drive,Tuscaloosa,2016-04-20,http://www.gunviolencearchive.org/incident/546269,,,1,0
4473,4474,3056,1100 Hargrove Rd E,Tuscaloosa,2016-04-20,http://www.gunviolencearchive.org/incident/546280,,,0,0
4474,4475,3058,Highway 63 North,Alexander City,2016-04-20,http://www.gunviolencearchive.org/incident/546283,,,0,1
4475,4476,3075,1500 block of Lomb Avenue,Birmingham,2016-04-20,http://www.gunviolencearchive.org/incident/544850,,,0,1
4476,4477,3092,4300 block of Gaston Avenue,Montgomery,2016-04-21,http://www.gunviolencearchive.org/incident/546342,,,0,0
4477,4478,3095,1500 block of Van Lee Circle,Mobile,2016-04-21,http://www.gunviolencearchive.org/incident/546367,,,1,0
4478,4479,3096,445 Church Road,Hartselle,2016-04-21,http://www.gunviolencearchive.org/incident/546353,,,0,2
4479,4480,3167,4th Avenue,Alabaster,2016-04-21,http://www.gunviolencearchive.org/incident/548324,,,0,0
4480,4481,3223,5900 Messer Airport Hwy.,Birmingham,2016-04-21,http://www.gunviolencearchive.org/incident/628085,,,0,0
4481,4482,3267,100 block of Meadows Drive,Birmingham (Irondale),2016-04-22,http://www.gunviolencearchive.org/incident/548296,,,0,1
4482,4483,3406,,Sylvania,2016-04-23,http://www.gunviolencearchive.org/incident/550306,,,1,0
4483,4484,3472,1200 block of Lee Road 83,Auburn,2016-04-23,http://www.gunviolencearchive.org/incident/546244,,,1,3
4484,4485,3502,800 block of North Gap Loop,Montgomery,2016-04-23,http://www.gunviolencearchive.org/incident/546344,,,0,1
4485,4486,3503,1600 block of Hayden Street,Selma,2016-04-23,http://www.gunviolencearchive.org/incident/549488,,,1,0
4486,4487,3616,651 Azalea Road,Mobile,2016-04-24,http://www.gunviolencearchive.org/incident/548316,,,0,1
4487,4488,3649,3000 block of 41st Avenue,Tuscaloosa,2016-04-24,http://www.gunviolencearchive.org/incident/547598,,,0,1
4488,4489,3653,Midfield Road,Arab,2016-04-24,http://www.gunviolencearchive.org/incident/548330,,,0,1
4489,4490,3738,Richard Arrington Jr. Blvd North and Coosa Street,Birmingham,2016-04-25,http://www.gunviolencearchive.org/incident/548168,,,1,1
4490,4491,3820,16th Street and Avenue W,Birmingham,2016-04-25,http://www.gunviolencearchive.org/incident/548173,,,1,0
4491,4492,3886,AJ Mason Road and Brannon Road,Citronelle,2016-04-25,http://www.gunviolencearchive.org/incident/548313,,,0,1
4492,4493,3922,,Cullman,2016-04-26,http://www.gunviolencearchive.org/incident/549077,,,1,0
4493,4494,3923,4400 block of Bonnell Drive,Huntsville,2016-04-26,http://www.gunviolencearchive.org/incident/549079,,,1,0
4494,4495,4014,"4500 block of Richard Arrington, Jr. Boulevard",Birmingham,2016-04-26,http://www.gunviolencearchive.org/incident/549478,,,0,1
4495,4496,4056,Sumner Drive,Mobile,2016-04-27,http://www.gunviolencearchive.org/incident/549480,,,1,0
4496,4497,4180,3200 block of Virginia Pines Lane,Montgomery,2016-04-27,http://www.gunviolencearchive.org/incident/550332,,,0,1
4497,4498,4186,3800 block of Smiley Court,Montgomery,2016-04-27,http://www.gunviolencearchive.org/incident/550327,,,1,0
4498,4499,4201,Creekside Circle,Talladega,2016-04-27,http://www.gunviolencearchive.org/incident/549641,,,1,0
4499,4500,4220,500 block of 16th Terrace NW,Birmingham (Center Point),2016-04-28,http://www.gunviolencearchive.org/incident/550324,,,0,1
4500,4501,4277,5000 block of Oak Leaf Circle,Adamsville,2016-04-28,http://www.gunviolencearchive.org/incident/550316,,,1,0
4501,4502,4278,West Jefferson Davis Avenue,Montgomery,2016-04-28,http://www.gunviolencearchive.org/incident/550336,,,1,0
4502,4503,4396,5900 block of First Avenue North,Birmingham,2016-04-29,http://www.gunviolencearchive.org/incident/550309,,,1,0
4503,4504,4404,200 block of Redbud Street,Florence,2016-04-29,http://www.gunviolencearchive.org/incident/551119,,,0,1
4504,4505,4421,6200 block of Handy Avenue,Birmingham,2016-04-29,http://www.gunviolencearchive.org/incident/551115,,,1,1
4505,4506,4505,,Troy,2016-04-29,http://www.gunviolencearchive.org/incident/552295,,,0,0
4506,4507,4567,Newson Road,Huntsville,2016-04-30,http://www.gunviolencearchive.org/incident/552280,,,1,0
4507,4508,4585,1500 block of L.L. Anderson Avenue,Selma,2016-04-30,http://www.gunviolencearchive.org/incident/551107,,,0,2
4508,4509,4647,1300 block of Lake Lane,Birmingham,2016-04-30,http://www.gunviolencearchive.org/incident/552291,,,0,1
4509,4510,4648,18th Ave and 15th Street,Bessemer,2016-04-30,http://www.gunviolencearchive.org/incident/551110,,,2,1
4510,4511,14,2400 block of E. South Blvd. ,Montgomery,2014-02-01,http://www.gunviolencearchive.org/incident/103115,32.3266,-86.2594,3,0
4511,4512,15,3400 block of Alabama 14,Millbrook,2014-02-01,http://www.gunviolencearchive.org/incident/103644,32.5113,-86.3806,0,0
4512,4513,35,1628 Crestwood Blvd,Pinson,2014-02-01,http://www.gunviolencearchive.org/incident/103132,33.5283,-86.71,0,0
4513,4514,44,Church Loop Road,Cherokee,2014-02-01,http://www.gunviolencearchive.org/incident/106157,34.7339,-87.8676,0,0
4514,4515,76,3900 block of Stephanie Drive,Dora,2014-02-01,http://www.gunviolencearchive.org/incident/102895,33.7443,-86.9666,1,1
4515,4516,127,Virginia Street at Tuttle Street,Mobile,2014-02-01,http://www.gunviolencearchive.org/incident/104081,30.6744,-88.0728,0,0
4516,4517,199,Crescent Ridge Road,Tuscaloosa,2014-02-02,http://www.gunviolencearchive.org/incident/103651,33.2052,-87.4896,0,0
4517,4518,201,1400 block of Piedmont Cutoff ,Gadsden,2014-02-02,http://www.gunviolencearchive.org/incident/103649,34.0,-85.9578,0,1
4518,4519,215,10th block of Kenneth Street,Mobile,2014-02-02,http://www.gunviolencearchive.org/incident/104087,30.6881,-88.0812,1,0
4519,4520,235,4000 block of Patton Road,Huntsville,2014-02-02,http://www.gunviolencearchive.org/incident/103666,34.6948,-86.6275,0,0
4520,4521,248,1600 block of Cardinal Drive West,Mobile,2014-02-02,http://www.gunviolencearchive.org/incident/104090,30.6556,-88.0763,0,0
4521,4522,257,Florence Boulevard,Florence,2014-02-02,http://www.gunviolencearchive.org/incident/103119,34.8317,-87.6194,0,0
4522,4523,261,Highway 14 and Deatsville Highway ,Millbrook,2014-02-02,http://www.gunviolencearchive.org/incident/103117,32.5169,-86.3755,0,0
4523,4524,267,Young Avenue and Yancey Street ,Ozark,2014-02-02,http://www.gunviolencearchive.org/incident/103655,31.4568,-85.6251,0,1
4524,4525,276,,Mobile,2014-02-02,http://www.gunviolencearchive.org/incident/104084,30.6965,-88.044,1,0
4525,4526,305,600 block of O'Fallon Road ,Huntsville,2014-02-03,http://www.gunviolencearchive.org/incident/103658,34.7649,-86.5827,0,1
4526,4527,406,3200 block of Stringfield Road ,Huntsville,2014-02-03,http://www.gunviolencearchive.org/incident/103664,34.7788,-86.6104,1,0
4527,4528,416,Sneed Street ,Athens,2014-02-03,http://www.gunviolencearchive.org/incident/104643,34.8215,-87.0161,0,0
4528,4529,420,309 Killough Drive,Birmingham,2014-02-03,http://www.gunviolencearchive.org/incident/104634,33.613,-86.7029,0,0
4529,4530,428,1608 St. Stephens Road,Mobile,2014-02-03,http://www.gunviolencearchive.org/incident/104093,30.6986,-88.0754,1,0
4530,4531,431,3000 block of Crestwood Avenue,Huntsville,2014-02-04,http://www.gunviolencearchive.org/incident/111187,34.715,-86.6317,0,0
4531,4532,437,5600 block of Highway 431,Huntsville,2014-02-04,http://www.gunviolencearchive.org/incident/104640,34.7962,-86.57600000000001,0,0
4532,4533,506,Shadow Ridge Drive,Huntsville,2014-02-04,http://www.gunviolencearchive.org/incident/127611,34.6029,-86.5379,0,0
4533,4534,517,Lawson Wall Drive ,Huntsville,2014-02-04,http://www.gunviolencearchive.org/incident/103662,34.7688,-86.6989,0,0
4534,4535,551,Brookside Drive,Arab,2014-02-05,http://www.gunviolencearchive.org/incident/104309,34.3344,-86.4329,0,1
4535,4536,559,Carson Road,Birmingham,2014-02-05,http://www.gunviolencearchive.org/incident/104069,33.6439,-86.7079,2,0
4536,4537,609,8400 Airport Blvd,Mobile,2014-02-05,http://www.gunviolencearchive.org/incident/111194,30.6755,-88.24600000000001,0,0
4537,4538,706,Cherry Street and Holmes Avenue ,Huntsville,2014-02-06,http://www.gunviolencearchive.org/incident/104637,34.7296,-86.6064,1,0
4538,4539,733,800 Airport Dr,Dothan,2014-02-06,http://www.gunviolencearchive.org/incident/111197,31.3212,-85.4358,0,0
4539,4540,744,Dennison Avenue Southwest,Birmingham,2014-02-06,http://www.gunviolencearchive.org/incident/104812,33.4807,-86.8481,0,0
4540,4541,847,Charlotte Drive ,Huntsville,2014-02-07,http://www.gunviolencearchive.org/incident/105478,34.6603,-86.5725,1,0
4541,4542,874,7692 Birmingport Road,Mulga,2014-02-07,http://www.gunviolencearchive.org/incident/106062,33.553000000000004,-87.1035,0,0
4542,4543,877,2700 block of Alabama Avenue,Selma,2014-02-07,http://www.gunviolencearchive.org/incident/105461,32.4137,-87.0029,1,0
4543,4544,904,Jordan Lane and Sparkman Drive,Huntsville,2014-02-08,http://www.gunviolencearchive.org/incident/106161,34.7561,-86.6394,0,0
4544,4545,927,Washington Avenue and New Jersey Street ,Mobile,2014-02-08,http://www.gunviolencearchive.org/incident/110553,30.6748,-88.051,0,0
4545,4546,977,7400 block of Canada Ave,Birmingham,2014-02-08,http://www.gunviolencearchive.org/incident/109723,33.5162,-86.9373,0,0
4546,4547,995,N Richardson Rd and AL-169,Phenix City,2014-02-09,http://www.gunviolencearchive.org/incident/105470,32.4267,-85.18799999999999,0,0
4547,4548,997,8400 Airport Blvd,Mobile,2014-02-09,http://www.gunviolencearchive.org/incident/111214,30.6755,-88.24600000000001,0,0
4548,4549,999,1350 James I Harrison Jr Parkway,Tuscaloosa,2014-02-09,http://www.gunviolencearchive.org/incident/106146,33.1777,-87.5016,1,0
4549,4550,1024,3800 block of West Wind Circle,Huntsville,2014-02-09,http://www.gunviolencearchive.org/incident/105475,34.7136,-86.6286,0,0
4550,4551,1056,400 block of 19th Terrace North East ,Birmingham,2014-02-09,http://www.gunviolencearchive.org/incident/105453,33.639,-86.6727,0,1
4551,4552,1164,1663 Hillcrest Rd,Mobile,2014-02-10,http://www.gunviolencearchive.org/incident/106071,30.6609,-88.1904,0,0
4552,4553,1214,500 block of Ridge Gate Place,Huntsville,2014-02-11,http://www.gunviolencearchive.org/incident/106554,34.7617,-86.63600000000001,0,0
4553,4554,1221,Circle Drive,Alexander City,2014-02-11,http://www.gunviolencearchive.org/incident/106544,32.9491,-85.9506,0,1
4554,4555,1244,Mariarden Drive ,Dadeville,2014-02-11,http://www.gunviolencearchive.org/incident/106073,32.8164,-85.7413,0,0
4555,4556,1250, 100 block of Kohler Court,Dothan,2014-02-11,http://www.gunviolencearchive.org/incident/106219,31.2357,-85.3812,0,0
4556,4557,1262,23512 Co Rd 47,Perdido,2014-02-11,http://www.gunviolencearchive.org/incident/106151,31.0046,-87.6236,0,0
4557,4558,1269,100 block of Westbury Drive ,Huntsville,2014-02-11,http://www.gunviolencearchive.org/incident/106090,34.6897,-86.5687,0,0
4558,4559,1280,Orange Street near Michigan Avenue,Mobile,2014-02-11,http://www.gunviolencearchive.org/incident/105803,30.6585,-88.0726,1,0
4559,4560,1363,Calumet Drive ,Prattville,2014-02-12,http://www.gunviolencearchive.org/incident/106154,32.4929,-86.4139,1,0
4560,4561,1402,Birmingham International Airport,Birmingham,2014-02-12,http://www.gunviolencearchive.org/incident/111242,33.5624,-86.7541,0,0
4561,4562,1424,500 block of S. McDonough Street,Montgomery,2014-02-13,http://www.gunviolencearchive.org/incident/106549,32.3719,-86.3048,1,0
4562,4563,1428,Hwy 45,Prichard,2014-02-13,http://www.gunviolencearchive.org/incident/106546,30.7259,-88.0945,0,0
4563,4564,1432,Old Shell Road and Upham Street,Mobile,2014-02-13,http://www.gunviolencearchive.org/incident/106541,30.6876,-88.0912,1,0
4564,4565,1469,6400 block of Hollow Road,Huntsville,2014-02-13,http://www.gunviolencearchive.org/incident/106845,34.7972,-86.5872,0,1
4565,4566,1480,County Road 20,Headland,2014-02-13,http://www.gunviolencearchive.org/incident/106617,31.3246,-85.2866,1,0
4566,4567,1481,Glenhaven Road,Phenix City,2014-02-13,http://www.gunviolencearchive.org/incident/107381,32.4367,-85.1346,1,0
4567,4568,1488,,Bullock County,2014-02-13,http://www.gunviolencearchive.org/incident/107384,32.0574,-85.7256,0,1
4568,4569,1529,100 block of Mason Court,Huntsville,2014-02-14,http://www.gunviolencearchive.org/incident/107374,34.7296,-86.6047,0,0
4569,4570,1554,,Valley Head,2014-02-14,http://www.gunviolencearchive.org/incident/112968,34.5902,-85.6404,0,0
4570,4571,1568,8th Avenue and 24th Street,Birmingham,2014-02-14,http://www.gunviolencearchive.org/incident/106991,33.5247,-86.8053,0,0
4571,4572,1661,County Road 96 ,Stevenson,2014-02-15,http://www.gunviolencearchive.org/incident/107378,34.8816,-85.7831,1,0
4572,4573,1692,1300 block of Devine Dr,Birmingham (Forestdale),2014-02-15,http://www.gunviolencearchive.org/incident/107819,33.5509,-86.8977,0,0
4573,4574,1712,1365 Martin Luther King Ave. ,Mobile,2014-02-16,http://www.gunviolencearchive.org/incident/107821,30.6998,-88.0671,0,1
4574,4575,1788,Mastin Lake Road ,Huntsville,2014-02-16,http://www.gunviolencearchive.org/incident/107825,34.7712,-86.6137,0,0
4575,4576,1858,600 block of 2nd Avenue Southeast,Decatur,2014-02-17,http://www.gunviolencearchive.org/incident/107943,34.5993,-86.9852,1,0
4576,4577,1889,1200 block of Hopewell Road ,Valley,2014-02-17,http://www.gunviolencearchive.org/incident/110997,32.7576,-85.1582,1,0
4577,4578,1930,2nd Avenue and Prospect Drive,Decatur,2014-02-18,http://www.gunviolencearchive.org/incident/108520,34.5985,-86.9852,1,0
4578,4579,1959,Leroy Randolph Road ,Wilcox County,2014-02-18,http://www.gunviolencearchive.org/incident/108130,32.0105,-87.3414,1,0
4579,4580,1961,Old Shell Road and Sage Avenue,Mobile,2014-02-18,http://www.gunviolencearchive.org/incident/300277,30.6965,-88.1146,0,1
4580,4581,1991,,Birmingham,2014-02-18,http://www.gunviolencearchive.org/incident/108125,33.5186,-86.8084,1,0
4581,4582,1995,400 block of South 5th Street ,Gadsden,2014-02-18,http://www.gunviolencearchive.org/incident/108123,34.0089,-86.0076,0,0
4582,4583,1999,600 block of Brussell Circle ,Birmingham,2014-02-18,http://www.gunviolencearchive.org/incident/108119,33.5384,-86.7315,1,0
4583,4584,2025,Live Oak Street ,Mobile,2014-02-19,http://www.gunviolencearchive.org/incident/108517,30.7023,-88.0632,1,0
4584,4585,2043,1568 AL-165,Pittsview,2014-02-19,http://www.gunviolencearchive.org/incident/108465,32.1987,-85.0321,0,1
4585,4586,2067,4001 University Drive,Huntsville,2014-02-19,http://www.gunviolencearchive.org/incident/108513,34.7349,-86.6285,0,0
4586,4587,2075,3102 Greensboro Avenue ,Birmingham,2014-02-19,http://www.gunviolencearchive.org/incident/108501,33.5838,-86.6279,1,0
4587,4588,2076,Sage Avenue at Old Shell Road,Mobile,2014-02-19,http://www.gunviolencearchive.org/incident/108127,30.6965,-88.1146,0,1
4588,4589,2161,258 Interstate Commercial Loop ,Prattville,2014-02-20,http://www.gunviolencearchive.org/incident/116115,32.4797,-86.4184,0,0
4589,4590,2164,1000 block of Cloverdale Drive,Mobile,2014-02-20,http://www.gunviolencearchive.org/incident/108507,30.6589,-88.105,1,0
4590,4591,2171,800 block of First Street North,Birmingham,2014-02-20,http://www.gunviolencearchive.org/incident/108815,33.5015,-86.8328,0,0
4591,4592,2175,900 block of 44th Place North,Birmingham,2014-02-20,http://www.gunviolencearchive.org/incident/108813,33.5406,-86.7715,1,0
4592,4593,2192,3700 block of Pine Avenue S.W,Birmingham,2014-02-20,http://www.gunviolencearchive.org/incident/108818,33.4527,-86.8939,0,0
4593,4594,2273,11000 block of Skelton Rd,Duncanville,2014-02-21,http://www.gunviolencearchive.org/incident/109265,33.1,-87.4655,0,0
4594,4595,2282,18750 Hwy 82,Union Springs,2014-02-21,http://www.gunviolencearchive.org/incident/110041,32.1444,-85.7184,0,0
4595,4596,2318,Highway 72,Cherokee,2014-02-21,http://www.gunviolencearchive.org/incident/109267,34.716,-87.6947,0,0
4596,4597,2353,600 block of Azalea Road,Mobile,2014-02-22,http://www.gunviolencearchive.org/incident/109733,30.656999999999996,-88.149,0,1
4597,4598,2424,1200 block of Fearn Court ,Mobile,2014-02-22,http://www.gunviolencearchive.org/incident/109741,30.655,-88.0691,0,1
4598,4599,2462,Audubon Road,Montgomery,2014-02-23,http://www.gunviolencearchive.org/incident/109747,32.3383,-86.2908,0,0
4599,4600,2520,Lookout Mountain,Gadsden,2014-02-23,http://www.gunviolencearchive.org/incident/109716,34.0532,-85.9958,0,0
4600,4601,2587,800 block of Third Avenue West,Birmingham,2014-02-24,http://www.gunviolencearchive.org/incident/109727,33.5056,-86.8496,3,0
4601,4602,2598,4915 Avenue Q,Birmingham,2014-02-24,http://www.gunviolencearchive.org/incident/118341,33.4848,-86.8874,0,0
4602,4603,2599,145 Kelley Boulevard,Millbrook,2014-02-24,http://www.gunviolencearchive.org/incident/120634,32.4889,-86.3808,0,0
4603,4604,2617,Shell Station Food Mart,Birmingham,2014-02-24,http://www.gunviolencearchive.org/incident/109873,33.5207,-86.8025,3,0
4604,4605,2622,County Line Road ,Oxford,2014-02-24,http://www.gunviolencearchive.org/incident/110037,33.5832,-85.8274,0,0
4605,4606,2666,2600 block of Huntsville Road,Florence,2014-02-24,http://www.gunviolencearchive.org/incident/109753,34.8123,-87.6445,1,0
4606,4607,2735,Robert Jemison Road,Birmingham,2014-02-25,http://www.gunviolencearchive.org/incident/110550,33.4713,-86.8361,1,0
4607,4608,2801,2700 block of Norton Avenue; 300 block of Research Park Station ,Huntsville,2014-02-26,http://www.gunviolencearchive.org/incident/112233,34.7304,-86.5861,0,0
4608,4609,2941,Alabama Highway 47 and Highway 10,Wilcox County,2014-02-27,http://www.gunviolencearchive.org/incident/111184,31.8383,-86.9487,0,1
4609,4610,40,,Mobile,2016-05-01,http://www.gunviolencearchive.org/incident/553004,,,0,0
4610,4611,97,1500 block of Salters Drive,Brookwood,2016-05-01,http://www.gunviolencearchive.org/incident/552293,,,1,0
4611,4612,202,,Leesburg (Sand Rock),2016-05-02,http://www.gunviolencearchive.org/incident/821966,,,0,0
4612,4613,222,3200 block of Sixth Avenue North,Bessemer,2016-05-02,http://www.gunviolencearchive.org/incident/552283,,,1,0
4613,4614,224,1800 block of 15th Street North,Bessemer,2016-05-02,http://www.gunviolencearchive.org/incident/552288,,,1,0
4614,4615,225,500 block of Fifth Avenue West,Bessemer,2016-05-02,http://www.gunviolencearchive.org/incident/552290,,,0,0
4615,4616,354,2400 block of Esther Avenue,Huntsville,2016-05-03,http://www.gunviolencearchive.org/incident/554151,,,0,0
4616,4617,367,6700 block of Joppa Avenue,Birmingham,2016-05-03,http://www.gunviolencearchive.org/incident/553009,,,1,0
4617,4618,480,,Gadsden,2016-05-04,http://www.gunviolencearchive.org/incident/555910,,,0,1
4618,4619,540,1400 block of Clarendon Avenue,Bessemer,2016-05-04,http://www.gunviolencearchive.org/incident/553013,,,1,0
4619,4620,605,2900 block of 31st Street,Birmingham,2016-05-04,http://www.gunviolencearchive.org/incident/553011,,,0,1
4620,4621,609,2300 block of Red Fox Road,Mount Vernon,2016-05-04,http://www.gunviolencearchive.org/incident/554153,,,2,0
4621,4622,610,100 block of Kiwanis Street,Montgomery,2016-05-04,http://www.gunviolencearchive.org/incident/554163,,,0,1
4622,4623,649,5000 block of Fowl River Road,Mobile (county),2016-05-05,http://www.gunviolencearchive.org/incident/554160,,,1,0
4623,4624,650,Vandiver Boulevard,Montgomery,2016-05-05,http://www.gunviolencearchive.org/incident/554165,,,0,1
4624,4625,651,1500 block of 34th Street Ensley,Birmingham,2016-05-05,http://www.gunviolencearchive.org/incident/554168,,,0,1
4625,4626,652,Gallant Drive,Birmingham,2016-05-05,http://www.gunviolencearchive.org/incident/554170,,,1,1
4626,4627,864,East Craig Street,Atmore,2016-05-06,http://www.gunviolencearchive.org/incident/557445,,,1,0
4627,4628,895,Edison Street,Mobile (Prichard),2016-05-06,http://www.gunviolencearchive.org/incident/554141,,,2,0
4628,4629,899,1300 block of Clay Street,Montgomery,2016-05-06,http://www.gunviolencearchive.org/incident/555886,,,3,1
4629,4630,907,5900 block of Eastern Valley Road,Jefferson (county),2016-05-06,http://www.gunviolencearchive.org/incident/555902,,,0,0
